session_id,arrival_time,departure_time,battery_capacity_kwh,soc_start,soc_target,energy_needed_kwh,charger_power_kw
S1740,2023-03-06 13:00:00,2023-03-07 08:00:00,82,0.227,0.895,54.719,11.0
S1741,2023-03-06 18:00:00,2023-03-07 04:00:00,50,0.163,0.713,27.488,3.7
S1742,2023-03-06 18:00:00,2023-03-07 07:00:00,40,0.276,0.901,24.997,11.0
S1743,2023-03-06 20:00:00,2023-03-07 05:00:00,50,0.291,0.634,17.163,7.4
S1744,2023-03-06 20:00:00,2023-03-07 05:00:00,75,0.611,0.77,11.966,3.7
S1745,2023-03-06 17:00:00,2023-03-07 06:00:00,40,0.252,0.928,27.052,7.4
S1746,2023-03-06 18:00:00,2023-03-07 09:00:00,50,0.64,0.937,14.838,3.7
S1747,2023-03-06 19:00:00,2023-03-07 09:00:00,82,0.484,0.748,21.674,11.0
S1748,2023-03-06 16:00:00,2023-03-07 05:00:00,60,0.269,0.784,30.889,7.4
S1749,2023-03-06 18:00:00,2023-03-07 08:00:00,50,0.578,0.832,12.689,7.4
S1750,2023-03-06 17:00:00,2023-03-07 06:00:00,40,0.585,0.927,13.672,3.7
S1751,2023-03-06 19:00:00,2023-03-07 09:00:00,82,0.522,0.82,24.423,11.0
S1752,2023-03-06 18:00:00,2023-03-07 06:00:00,75,0.619,0.77,11.353,11.0
S1753,2023-03-06 20:00:00,2023-03-07 07:00:00,60,0.633,0.943,18.641,11.0
S1754,2023-03-06 19:00:00,2023-03-07 10:00:00,82,0.247,0.582,27.47,11.0
S1755,2023-03-06 12:00:00,2023-03-07 08:00:00,40,0.454,0.837,15.319,11.0
S1756,2023-03-06 19:00:00,2023-03-07 07:00:00,40,0.461,0.624,6.508,7.4
S1757,2023-03-06 23:00:00,2023-03-07 07:00:00,50,0.436,0.588,7.639,11.0
S1758,2023-03-06 23:00:00,2023-03-07 07:00:00,60,0.277,0.9,37.413,7.4
S1759,2023-03-06 21:00:00,2023-03-07 07:00:00,40,0.561,0.943,15.287,7.4
S1760,2023-03-06 14:00:00,2023-03-07 09:00:00,50,0.225,0.775,27.49,7.4
S1761,2023-03-06 20:00:00,2023-03-07 05:00:00,60,0.433,0.864,25.811,7.4
S1762,2023-03-06 17:00:00,2023-03-07 09:00:00,50,0.529,0.907,18.906,11.0
S1763,2023-03-06 17:00:00,2023-03-07 09:00:00,50,0.633,0.856,11.143,3.7
S1764,2023-03-06 17:00:00,2023-03-07 07:00:00,75,0.182,0.657,35.664,11.0
S1765,2023-03-07 18:00:00,2023-03-08 07:00:00,60,0.471,0.757,17.184,3.7
S1766,2023-03-07 18:00:00,2023-03-08 06:00:00,50,0.222,0.906,34.217,3.7
S1767,2023-03-07 20:00:00,2023-03-08 08:00:00,82,0.391,0.834,36.302,7.4
S1768,2023-03-07 18:00:00,2023-03-08 07:00:00,60,0.314,0.831,31.023,3.7
S1769,2023-03-07 12:00:00,2023-03-08 07:00:00,75,0.414,0.793,28.456,3.7
S1770,2023-03-07 18:00:00,2023-03-08 06:00:00,40,0.234,0.815,23.251,7.4
S1771,2023-03-07 22:00:00,2023-03-08 07:00:00,60,0.512,0.864,21.101,7.4
S1772,2023-03-07 16:00:00,2023-03-08 05:00:00,75,0.563,0.922,26.981,3.7
S1773,2023-03-07 15:00:00,2023-03-08 05:00:00,75,0.555,0.709,11.509,11.0
S1774,2023-03-07 18:00:00,2023-03-08 03:00:00,75,0.427,0.777,26.286,3.7
S1775,2023-03-07 18:00:00,2023-03-08 08:00:00,50,0.476,0.72,12.208,3.7
S1776,2023-03-07 11:00:00,2023-03-08 06:00:00,50,0.622,0.792,8.498,3.7
S1777,2023-03-07 14:00:00,2023-03-08 05:00:00,60,0.632,0.863,13.817,7.4
S1778,2023-03-07 18:00:00,2023-03-08 05:00:00,50,0.638,0.878,12.021,7.4
S1779,2023-03-07 19:00:00,2023-03-08 08:00:00,60,0.347,0.573,13.546,3.7
S1780,2023-03-07 16:00:00,2023-03-08 06:00:00,75,0.451,0.813,27.187,11.0
S1781,2023-03-07 15:00:00,2023-03-08 08:00:00,50,0.551,0.835,14.214,3.7
S1782,2023-03-07 20:00:00,2023-03-08 08:00:00,50,0.562,0.85,14.428,11.0
S1783,2023-03-07 14:00:00,2023-03-08 10:00:00,50,0.275,0.622,17.381,11.0
S1784,2023-03-07 18:00:00,2023-03-08 08:00:00,75,0.22,0.824,45.232,11.0
S1785,2023-03-07 17:00:00,2023-03-08 06:00:00,40,0.473,0.806,13.321,3.7
S1786,2023-03-07 20:00:00,2023-03-08 07:00:00,40,0.505,0.672,6.663,3.7
S1787,2023-03-07 20:00:00,2023-03-08 04:00:00,50,0.263,0.94,33.851,3.7
S1788,2023-03-07 19:00:00,2023-03-08 05:00:00,50,0.295,0.826,26.549,3.7
S1789,2023-03-07 21:00:00,2023-03-08 10:00:00,60,0.364,0.68,18.983,11.0
S1790,2023-03-07 16:00:00,2023-03-08 07:00:00,40,0.552,0.915,14.522,7.4
S1791,2023-03-07 15:00:00,2023-03-08 07:00:00,82,0.623,0.798,14.391,11.0
S1792,2023-03-07 20:00:00,2023-03-08 07:00:00,75,0.226,0.565,25.445,3.7
S1793,2023-03-07 20:00:00,2023-03-08 06:00:00,40,0.428,0.618,7.621,7.4
S1794,2023-03-08 22:00:00,2023-03-09 06:00:00,50,0.579,0.742,8.164,3.7
S1795,2023-03-08 18:00:00,2023-03-09 05:00:00,75,0.235,0.891,49.217,3.7
S1796,2023-03-08 18:00:00,2023-03-09 06:00:00,82,0.198,0.644,36.565,3.7
S1797,2023-03-08 15:00:00,2023-03-09 05:00:00,40,0.51,0.787,11.101,11.0
S1798,2023-03-08 21:00:00,2023-03-09 09:00:00,50,0.541,0.939,19.873,3.7
S1799,2023-03-08 17:00:00,2023-03-09 09:00:00,40,0.616,0.816,7.998,7.4
S1800,2023-03-08 17:00:00,2023-03-09 06:00:00,60,0.592,0.857,15.886,7.4
S1801,2023-03-08 20:00:00,2023-03-09 06:00:00,82,0.498,0.825,26.824,3.7
S1802,2023-03-08 20:00:00,2023-03-09 08:00:00,50,0.248,0.875,31.366,3.7
S1803,2023-03-08 20:00:00,2023-03-09 05:00:00,40,0.478,0.762,11.35,7.4
S1804,2023-03-08 17:00:00,2023-03-09 07:00:00,50,0.358,0.801,22.194,7.4
S1805,2023-03-08 18:00:00,2023-03-09 04:00:00,82,0.311,0.566,20.947,3.7
S1806,2023-03-08 19:00:00,2023-03-09 05:00:00,75,0.548,0.747,14.874,3.7
S1807,2023-03-08 18:00:00,2023-03-09 07:00:00,60,0.153,0.833,40.77,7.4
S1808,2023-03-08 20:00:00,2023-03-09 07:00:00,82,0.473,0.94,38.283,7.4
S1809,2023-03-08 19:00:00,2023-03-09 04:00:00,60,0.516,0.879,21.814,11.0
S1810,2023-03-08 19:00:00,2023-03-09 04:00:00,50,0.525,0.724,9.94,7.4
S1811,2023-03-08 18:00:00,2023-03-09 08:00:00,75,0.608,0.836,17.107,7.4
S1812,2023-03-08 20:00:00,2023-03-09 06:00:00,75,0.28,0.893,45.958,11.0
S1813,2023-03-08 20:00:00,2023-03-09 07:00:00,60,0.178,0.785,36.413,11.0
S1814,2023-03-08 14:00:00,2023-03-09 04:00:00,50,0.341,0.56,10.947,11.0
S1815,2023-03-09 20:00:00,2023-03-10 07:00:00,50,0.211,0.733,26.084,3.7
S1816,2023-03-09 21:00:00,2023-03-10 07:00:00,50,0.427,0.668,12.077,11.0
S1817,2023-03-09 16:00:00,2023-03-10 05:00:00,82,0.388,0.615,18.643,7.4
S1818,2023-03-09 18:00:00,2023-03-10 08:00:00,75,0.155,0.685,39.772,11.0
S1819,2023-03-09 18:00:00,2023-03-10 09:00:00,82,0.25,0.748,40.908,7.4
S1820,2023-03-09 17:00:00,2023-03-10 06:00:00,50,0.504,0.885,19.021,3.7
S1821,2023-03-09 23:00:00,2023-03-10 07:00:00,60,0.532,0.791,15.506,11.0
S1822,2023-03-09 15:00:00,2023-03-10 08:00:00,40,0.355,0.581,9.038,3.7
S1823,2023-03-09 21:00:00,2023-03-10 07:00:00,40,0.295,0.836,21.63,3.7
S1824,2023-03-09 23:00:00,2023-03-10 05:00:00,82,0.481,0.853,30.519,11.0
S1825,2023-03-09 17:00:00,2023-03-10 07:00:00,50,0.228,0.827,29.931,3.7
S1826,2023-03-09 18:00:00,2023-03-10 06:00:00,75,0.603,0.834,17.277,7.4
S1827,2023-03-09 22:00:00,2023-03-10 05:00:00,75,0.509,0.705,14.655,3.7
S1828,2023-03-09 21:00:00,2023-03-10 08:00:00,75,0.212,0.61,29.87,3.7
S1829,2023-03-09 17:00:00,2023-03-10 08:00:00,75,0.262,0.577,23.636,3.7
S1830,2023-03-09 20:00:00,2023-03-10 11:00:00,75,0.35,0.583,17.47,7.4
S1831,2023-03-09 21:00:00,2023-03-10 06:00:00,75,0.572,0.854,21.153,11.0
S1832,2023-03-09 21:00:00,2023-03-10 04:00:00,50,0.327,0.84,25.641,3.7
S1833,2023-03-09 16:00:00,2023-03-10 08:00:00,60,0.643,0.841,11.839,3.7
S1834,2023-03-09 19:00:00,2023-03-10 07:00:00,40,0.199,0.723,20.981,11.0
S1835,2023-03-09 16:00:00,2023-03-10 08:00:00,50,0.593,0.806,10.623,11.0
S1836,2023-03-09 18:00:00,2023-03-10 09:00:00,82,0.27,0.698,35.104,11.0
S1837,2023-03-09 15:00:00,2023-03-10 06:00:00,75,0.59,0.832,18.189,7.4
S1838,2023-03-09 12:00:00,2023-03-10 04:00:00,40,0.206,0.621,16.612,3.7
S1839,2023-03-09 15:00:00,2023-03-10 06:00:00,75,0.427,0.813,28.918,7.4
S1840,2023-03-09 21:00:00,2023-03-10 08:00:00,50,0.355,0.815,22.998,11.0
S1841,2023-03-10 12:00:00,2023-03-11 06:00:00,75,0.163,0.73,42.533,3.7
S1842,2023-03-10 19:00:00,2023-03-11 04:00:00,50,0.177,0.746,28.455,3.7
S1843,2023-03-10 15:00:00,2023-03-11 07:00:00,60,0.228,0.935,42.462,3.7
S1844,2023-03-10 17:00:00,2023-03-11 07:00:00,40,0.151,0.754,24.128,7.4
S1845,2023-03-10 18:00:00,2023-03-11 10:00:00,40,0.604,0.857,10.103,7.4
S1846,2023-03-10 16:00:00,2023-03-11 06:00:00,50,0.522,0.702,8.967,7.4
S1847,2023-03-10 21:00:00,2023-03-11 06:00:00,40,0.412,0.667,10.177,11.0
S1848,2023-03-10 16:00:00,2023-03-11 07:00:00,75,0.368,0.891,39.218,11.0
S1849,2023-03-10 15:00:00,2023-03-11 05:00:00,82,0.641,0.895,20.809,11.0
S1850,2023-03-10 22:00:00,2023-03-11 09:00:00,50,0.179,0.568,19.45,7.4
S1851,2023-03-10 18:00:00,2023-03-11 07:00:00,50,0.426,0.801,18.758,3.7
S1852,2023-03-10 18:00:00,2023-03-11 05:00:00,40,0.357,0.781,16.973,11.0
S1853,2023-03-10 13:00:00,2023-03-11 08:00:00,82,0.436,0.84,33.121,11.0
S1854,2023-03-10 18:00:00,2023-03-11 08:00:00,82,0.278,0.61,27.236,11.0
S1855,2023-03-10 23:00:00,2023-03-11 06:00:00,40,0.474,0.905,17.253,11.0
S1856,2023-03-10 14:00:00,2023-03-11 07:00:00,50,0.198,0.708,25.513,7.4
S1857,2023-03-10 21:00:00,2023-03-11 06:00:00,40,0.602,0.785,7.327,7.4
S1858,2023-03-10 16:00:00,2023-03-11 01:00:00,40,0.581,0.778,7.894,3.7
S1859,2023-03-10 19:00:00,2023-03-11 07:00:00,82,0.16,0.708,44.922,11.0
S1860,2023-03-10 22:00:00,2023-03-11 09:00:00,50,0.493,0.782,14.439,11.0
S1861,2023-03-10 19:00:00,2023-03-11 09:00:00,60,0.411,0.802,23.419,7.4
S1862,2023-03-10 19:00:00,2023-03-11 08:00:00,75,0.444,0.704,19.555,7.4
S1863,2023-03-10 18:00:00,2023-03-11 09:00:00,50,0.321,0.562,12.037,7.4
S1864,2023-03-10 18:00:00,2023-03-11 09:00:00,75,0.509,0.684,13.089,3.7
S1865,2023-03-11 17:00:00,2023-03-12 10:00:00,40,0.509,0.751,9.687,7.4
S1866,2023-03-11 14:00:00,2023-03-12 07:00:00,60,0.482,0.849,22.04,7.4
S1867,2023-03-11 15:00:00,2023-03-12 10:00:00,82,0.576,0.738,13.321,3.7
S1868,2023-03-11 12:00:00,2023-03-12 09:00:00,60,0.188,0.918,43.811,7.4
S1869,2023-03-11 15:00:00,2023-03-12 13:00:00,82,0.515,0.893,31.03,7.4
S1870,2023-03-11 16:00:00,2023-03-12 09:00:00,60,0.299,0.727,25.662,7.4
S1871,2023-03-11 13:00:00,2023-03-12 08:00:00,50,0.531,0.879,17.384,3.7
S1872,2023-03-11 16:00:00,2023-03-12 11:00:00,75,0.545,0.831,21.457,3.7
S1873,2023-03-11 15:00:00,2023-03-12 10:00:00,40,0.608,0.854,9.833,3.7
S1874,2023-03-11 17:00:00,2023-03-12 08:00:00,50,0.408,0.913,25.22,11.0
S1875,2023-03-11 15:00:00,2023-03-12 11:00:00,50,0.206,0.868,33.115,3.7
S1876,2023-03-11 14:00:00,2023-03-12 10:00:00,60,0.247,0.739,29.563,11.0
S1877,2023-03-11 15:00:00,2023-03-12 08:00:00,50,0.6,0.854,12.701,3.7
S1878,2023-03-11 20:00:00,2023-03-12 09:00:00,82,0.414,0.874,37.723,7.4
S1879,2023-03-11 12:00:00,2023-03-12 09:00:00,40,0.439,0.722,11.328,11.0
S1880,2023-03-11 17:00:00,2023-03-12 10:00:00,50,0.635,0.946,15.561,11.0
S1881,2023-03-11 18:00:00,2023-03-12 09:00:00,75,0.632,0.849,16.299,11.0
S1882,2023-03-11 14:00:00,2023-03-12 09:00:00,60,0.332,0.667,20.092,7.4
S1883,2023-03-11 19:00:00,2023-03-12 07:00:00,60,0.579,0.843,15.825,3.7
S1884,2023-03-11 14:00:00,2023-03-12 09:00:00,82,0.291,0.665,30.699,11.0
S1885,2023-03-11 21:00:00,2023-03-12 10:00:00,40,0.476,0.784,12.341,3.7
S1886,2023-03-11 16:00:00,2023-03-12 10:00:00,40,0.237,0.771,21.348,7.4
S1887,2023-03-11 19:00:00,2023-03-12 11:00:00,82,0.336,0.784,36.695,3.7
S1888,2023-03-11 18:00:00,2023-03-12 05:00:00,75,0.411,0.879,35.103,7.4
S1889,2023-03-11 16:00:00,2023-03-12 09:00:00,50,0.405,0.587,9.061,7.4
S1890,2023-03-11 16:00:00,2023-03-12 08:00:00,75,0.599,0.905,22.885,7.4
S1891,2023-03-11 14:00:00,2023-03-12 10:00:00,75,0.486,0.648,12.126,7.4
S1892,2023-03-11 14:00:00,2023-03-12 09:00:00,82,0.553,0.867,25.708,7.4
S1893,2023-03-12 18:00:00,2023-03-13 09:00:00,40,0.377,0.828,18.022,3.7
S1894,2023-03-12 15:00:00,2023-03-13 10:00:00,40,0.306,0.657,14.055,7.4
S1895,2023-03-12 18:00:00,2023-03-13 09:00:00,60,0.509,0.672,9.794,3.7
S1896,2023-03-12 19:00:00,2023-03-13 11:00:00,75,0.158,0.891,54.993,11.0
S1897,2023-03-12 15:00:00,2023-03-13 07:00:00,40,0.277,0.752,18.981,11.0
S1898,2023-03-12 17:00:00,2023-03-13 11:00:00,40,0.42,0.732,12.5,7.4
S1899,2023-03-12 18:00:00,2023-03-13 10:00:00,75,0.321,0.869,41.097,7.4
S1900,2023-03-12 12:00:00,2023-03-13 11:00:00,75,0.481,0.653,12.896,3.7
S1901,2023-03-12 19:00:00,2023-03-13 10:00:00,82,0.293,0.613,26.244,11.0
S1902,2023-03-12 15:00:00,2023-03-13 06:00:00,60,0.181,0.909,43.676,11.0
S1903,2023-03-12 15:00:00,2023-03-13 09:00:00,60,0.17,0.756,35.189,7.4
S1904,2023-03-12 09:00:00,2023-03-13 08:00:00,82,0.629,0.92,23.846,11.0
S1905,2023-03-12 17:00:00,2023-03-13 08:00:00,40,0.363,0.92,22.295,11.0
S1906,2023-03-12 15:00:00,2023-03-13 07:00:00,60,0.307,0.616,18.483,11.0
S1907,2023-03-12 10:00:00,2023-03-13 08:00:00,40,0.274,0.654,15.2,3.7
S1908,2023-03-12 14:00:00,2023-03-13 10:00:00,75,0.372,0.929,41.816,7.4
S1909,2023-03-12 16:00:00,2023-03-13 09:00:00,40,0.631,0.887,10.228,7.4
S1910,2023-03-12 17:00:00,2023-03-13 08:00:00,75,0.639,0.865,16.936,11.0
S1911,2023-03-12 17:00:00,2023-03-13 09:00:00,60,0.399,0.829,25.835,11.0
S1912,2023-03-12 18:00:00,2023-03-13 11:00:00,50,0.493,0.807,15.705,7.4
S1913,2023-03-12 19:00:00,2023-03-13 12:00:00,60,0.297,0.871,34.403,7.4
S1914,2023-03-12 13:00:00,2023-03-13 10:00:00,60,0.309,0.895,35.108,7.4
S1915,2023-03-12 17:00:00,2023-03-13 07:00:00,82,0.154,0.669,42.221,11.0
S1916,2023-03-12 17:00:00,2023-03-13 07:00:00,82,0.185,0.739,45.37,7.4
S1917,2023-03-12 17:00:00,2023-03-13 10:00:00,50,0.481,0.855,18.735,11.0
S1918,2023-03-12 20:00:00,2023-03-13 13:00:00,40,0.375,0.908,21.316,11.0
S1919,2023-03-12 19:00:00,2023-03-13 09:00:00,50,0.508,0.929,21.072,11.0
S1920,2023-03-12 22:00:00,2023-03-13 09:00:00,75,0.524,0.914,29.28,11.0
S1921,2023-03-12 14:00:00,2023-03-13 07:00:00,50,0.245,0.683,21.899,3.7
S1922,2023-03-12 18:00:00,2023-03-13 08:00:00,75,0.455,0.667,15.896,7.4
S1923,2023-03-12 15:00:00,2023-03-13 10:00:00,75,0.574,0.833,19.443,7.4
S1924,2023-03-12 17:00:00,2023-03-13 07:00:00,60,0.59,0.875,17.067,3.7
S1925,2023-03-12 12:00:00,2023-03-13 09:00:00,82,0.253,0.828,47.132,3.7
S1926,2023-03-12 18:00:00,2023-03-13 09:00:00,40,0.292,0.809,20.657,7.4
S1927,2023-03-13 17:00:00,2023-03-14 11:00:00,40,0.192,0.738,21.82,3.7
S1928,2023-03-13 18:00:00,2023-03-14 07:00:00,82,0.262,0.819,45.704,3.7
S1929,2023-03-13 18:00:00,2023-03-14 07:00:00,40,0.629,0.907,11.117,3.7
S1930,2023-03-13 20:00:00,2023-03-14 04:00:00,40,0.561,0.911,13.988,3.7
S1931,2023-03-13 17:00:00,2023-03-14 06:00:00,82,0.42,0.686,21.785,3.7
S1932,2023-03-13 23:00:00,2023-03-14 06:00:00,82,0.46,0.859,32.713,3.7
S1933,2023-03-13 21:00:00,2023-03-14 07:00:00,40,0.195,0.823,25.136,11.0
S1934,2023-03-13 20:00:00,2023-03-14 06:00:00,50,0.473,0.786,15.685,3.7
S1935,2023-03-13 19:00:00,2023-03-14 09:00:00,60,0.277,0.796,31.164,7.4
S1936,2023-03-13 19:00:00,2023-03-14 07:00:00,50,0.564,0.89,16.289,11.0
S1937,2023-03-13 12:00:00,2023-03-14 07:00:00,60,0.475,0.755,16.756,7.4
S1938,2023-03-13 17:00:00,2023-03-14 06:00:00,60,0.21,0.85,38.42,3.7
S1939,2023-03-13 19:00:00,2023-03-14 06:00:00,50,0.503,0.748,12.291,11.0
S1940,2023-03-13 21:00:00,2023-03-14 06:00:00,82,0.261,0.796,43.869,3.7
S1941,2023-03-13 17:00:00,2023-03-14 07:00:00,50,0.551,0.88,16.487,11.0
S1942,2023-03-13 20:00:00,2023-03-14 07:00:00,75,0.485,0.866,28.569,3.7
S1943,2023-03-13 18:00:00,2023-03-14 08:00:00,75,0.649,0.891,18.191,11.0
S1944,2023-03-13 15:00:00,2023-03-14 06:00:00,60,0.458,0.846,23.321,11.0
S1945,2023-03-13 18:00:00,2023-03-14 06:00:00,50,0.445,0.92,23.765,3.7
S1946,2023-03-13 17:00:00,2023-03-14 07:00:00,60,0.566,0.78,12.799,11.0
S1947,2023-03-13 19:00:00,2023-03-14 07:00:00,82,0.483,0.89,33.349,11.0
S1948,2023-03-13 21:00:00,2023-03-14 06:00:00,50,0.249,0.822,28.679,11.0
S1949,2023-03-13 15:00:00,2023-03-14 06:00:00,60,0.303,0.629,19.539,7.4
S1950,2023-03-13 19:00:00,2023-03-14 06:00:00,60,0.296,0.668,22.311,11.0
S1951,2023-03-13 16:00:00,2023-03-14 07:00:00,50,0.163,0.904,37.063,7.4
S1952,2023-03-13 22:00:00,2023-03-14 08:00:00,40,0.424,0.811,15.495,7.4
S1953,2023-03-13 22:00:00,2023-03-14 11:00:00,82,0.589,0.834,20.082,3.7
S1954,2023-03-13 16:00:00,2023-03-14 08:00:00,75,0.158,0.851,51.923,11.0
S1955,2023-03-13 16:00:00,2023-03-14 07:00:00,75,0.372,0.646,20.524,11.0
S1956,2023-03-13 18:00:00,2023-03-14 06:00:00,50,0.235,0.775,26.979,7.4
S1957,2023-03-13 21:00:00,2023-03-14 07:00:00,50,0.196,0.783,29.381,3.7
S1958,2023-03-14 17:00:00,2023-03-15 07:00:00,60,0.234,0.597,21.778,11.0
S1959,2023-03-14 21:00:00,2023-03-15 11:00:00,82,0.227,0.633,33.236,11.0
S1960,2023-03-14 23:00:00,2023-03-15 07:00:00,60,0.499,0.797,17.868,3.7
S1961,2023-03-14 14:00:00,2023-03-15 10:00:00,50,0.516,0.723,10.309,3.7
S1962,2023-03-14 20:00:00,2023-03-15 08:00:00,75,0.4,0.811,30.859,7.4
S1963,2023-03-14 19:00:00,2023-03-15 04:00:00,75,0.645,0.825,13.539,11.0
S1964,2023-03-14 19:00:00,2023-03-15 09:00:00,50,0.274,0.713,21.98,11.0
S1965,2023-03-14 20:00:00,2023-03-15 08:00:00,40,0.346,0.867,20.861,7.4
S1966,2023-03-14 11:00:00,2023-03-15 05:00:00,75,0.266,0.837,42.854,7.4
S1967,2023-03-14 20:00:00,2023-03-15 05:00:00,50,0.272,0.903,31.576,3.7
S1968,2023-03-14 14:00:00,2023-03-15 08:00:00,50,0.451,0.864,20.651,7.4
S1969,2023-03-14 11:00:00,2023-03-15 06:00:00,50,0.195,0.882,34.342,7.4
S1970,2023-03-14 20:00:00,2023-03-15 07:00:00,82,0.448,0.871,34.749,11.0
S1971,2023-03-14 22:00:00,2023-03-15 04:00:00,40,0.442,0.645,8.1,7.4
S1972,2023-03-14 14:00:00,2023-03-15 05:00:00,60,0.462,0.652,11.368,7.4
S1973,2023-03-14 22:00:00,2023-03-15 07:00:00,40,0.285,0.864,23.186,7.4
S1974,2023-03-14 15:00:00,2023-03-15 07:00:00,82,0.603,0.792,15.548,7.4
S1975,2023-03-14 16:00:00,2023-03-15 08:00:00,60,0.25,0.556,18.34,3.7
S1976,2023-03-14 22:00:00,2023-03-15 08:00:00,40,0.494,0.826,13.307,3.7
S1977,2023-03-14 22:00:00,2023-03-15 06:00:00,40,0.397,0.807,16.403,11.0
S1978,2023-03-14 20:00:00,2023-03-15 09:00:00,60,0.284,0.707,25.396,7.4
S1979,2023-03-14 19:00:00,2023-03-15 09:00:00,60,0.469,0.806,20.226,3.7
S1980,2023-03-14 13:00:00,2023-03-15 07:00:00,40,0.547,0.942,15.764,7.4
S1981,2023-03-14 16:00:00,2023-03-15 08:00:00,50,0.312,0.553,12.028,11.0
S1982,2023-03-14 19:00:00,2023-03-15 09:00:00,40,0.33,0.742,16.496,7.4
S1983,2023-03-14 16:00:00,2023-03-15 06:00:00,40,0.4,0.69,11.596,3.7
S1984,2023-03-14 20:00:00,2023-03-15 06:00:00,40,0.268,0.851,23.355,7.4
S1985,2023-03-14 18:00:00,2023-03-15 06:00:00,60,0.354,0.943,35.323,7.4
S1986,2023-03-15 15:00:00,2023-03-16 08:00:00,75,0.502,0.877,28.088,11.0
S1987,2023-03-15 19:00:00,2023-03-16 10:00:00,50,0.486,0.728,12.085,11.0
S1988,2023-03-15 17:00:00,2023-03-16 08:00:00,75,0.414,0.71,22.215,11.0
S1989,2023-03-15 18:00:00,2023-03-16 08:00:00,82,0.326,0.808,39.533,7.4
S1990,2023-03-15 17:00:00,2023-03-16 06:00:00,60,0.515,0.756,14.422,7.4
S1991,2023-03-15 17:00:00,2023-03-16 07:00:00,60,0.277,0.872,35.719,11.0
S1992,2023-03-15 23:00:00,2023-03-16 07:00:00,50,0.39,0.743,17.64,7.4
S1993,2023-03-15 20:00:00,2023-03-16 09:00:00,40,0.186,0.553,14.652,3.7
S1994,2023-03-15 21:00:00,2023-03-16 06:00:00,50,0.618,0.804,9.281,3.7
S1995,2023-03-15 18:00:00,2023-03-16 06:00:00,75,0.401,0.694,22.012,3.7
S1996,2023-03-15 18:00:00,2023-03-16 06:00:00,60,0.631,0.836,12.309,7.4
S1997,2023-03-15 21:00:00,2023-03-16 06:00:00,50,0.306,0.904,29.897,11.0
S1998,2023-03-15 20:00:00,2023-03-16 07:00:00,75,0.316,0.849,39.947,11.0
S1999,2023-03-15 19:00:00,2023-03-16 08:00:00,50,0.316,0.949,31.646,7.4
S2000,2023-03-15 22:00:00,2023-03-16 03:00:00,40,0.194,0.705,20.411,7.4
S2001,2023-03-15 11:00:00,2023-03-16 10:00:00,50,0.467,0.79,16.134,3.7
S2002,2023-03-15 16:00:00,2023-03-16 06:00:00,50,0.556,0.751,9.728,11.0
S2003,2023-03-15 18:00:00,2023-03-16 10:00:00,75,0.39,0.586,14.645,7.4
S2004,2023-03-15 17:00:00,2023-03-16 05:00:00,82,0.423,0.825,33.026,7.4
S2005,2023-03-15 15:00:00,2023-03-16 04:00:00,60,0.616,0.854,14.273,7.4
S2006,2023-03-15 14:00:00,2023-03-16 10:00:00,50,0.498,0.887,19.478,11.0
S2007,2023-03-15 19:00:00,2023-03-16 07:00:00,82,0.603,0.909,25.025,3.7
S2008,2023-03-15 16:00:00,2023-03-16 03:00:00,40,0.472,0.755,11.343,11.0
S2009,2023-03-15 19:00:00,2023-03-16 07:00:00,40,0.273,0.791,20.702,7.4
S2010,2023-03-15 18:00:00,2023-03-16 07:00:00,50,0.46,0.634,8.691,3.7
S2011,2023-03-15 18:00:00,2023-03-16 09:00:00,50,0.415,0.712,14.865,3.7
S2012,2023-03-15 18:00:00,2023-03-16 07:00:00,50,0.171,0.882,35.561,7.4
S2013,2023-03-15 18:00:00,2023-03-16 08:00:00,40,0.58,0.937,14.304,11.0
S2014,2023-03-15 20:00:00,2023-03-16 09:00:00,75,0.599,0.907,23.044,7.4
S2015,2023-03-15 18:00:00,2023-03-16 06:00:00,60,0.38,0.865,29.129,7.4
S2016,2023-03-15 19:00:00,2023-03-16 06:00:00,40,0.516,0.808,11.703,11.0
S2017,2023-03-15 18:00:00,2023-03-16 07:00:00,82,0.283,0.811,43.318,11.0
S2018,2023-03-15 21:00:00,2023-03-16 05:00:00,82,0.275,0.893,50.671,7.4
S2019,2023-03-15 19:00:00,2023-03-16 06:00:00,75,0.165,0.695,39.779,3.7
S2020,2023-03-16 16:00:00,2023-03-17 09:00:00,40,0.503,0.696,7.741,7.4
S2021,2023-03-16 18:00:00,2023-03-17 07:00:00,40,0.378,0.945,22.68,11.0
S2022,2023-03-16 17:00:00,2023-03-17 07:00:00,60,0.528,0.778,15.015,3.7
S2023,2023-03-16 21:00:00,2023-03-17 08:00:00,60,0.625,0.794,10.141,3.7
S2024,2023-03-16 19:00:00,2023-03-17 07:00:00,82,0.25,0.656,33.23,3.7
S2025,2023-03-16 20:00:00,2023-03-17 10:00:00,75,0.372,0.618,18.386,3.7
S2026,2023-03-16 10:00:00,2023-03-17 07:00:00,82,0.405,0.607,16.516,11.0
S2027,2023-03-16 21:00:00,2023-03-17 07:00:00,82,0.411,0.695,23.295,3.7
S2028,2023-03-16 16:00:00,2023-03-17 06:00:00,40,0.189,0.838,25.947,7.4
S2029,2023-03-16 19:00:00,2023-03-17 05:00:00,50,0.269,0.779,25.523,3.7
